first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
Gerard,Steketee,Male,95,1990-04-09,Senior Cost Accountant,Financial Services,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,20
Etan,Poyle,Male,64,1956-06-10,VP Accounting,Financial Services,High Net Worth,N,â«testâ«,Yes,11
Bart,Eakle,Male,98,1977-05-19,Recruiter,Retail,Mass Customer,N,â©testâ©,Yes,7
Nadean,Fielding,Female,41,1956-04-08,,Property,Mass Customer,N,NULL,Yes,19
Charyl,Haimes,Female,72,1995-01-24,Web Developer I,n/a,High Net Worth,N,"'""''''""",Yes,3
Cathlene,Bellas,Female,89,1974-06-11,Software Engineer II,Health,Mass Customer,N,â¡,No,12
Johnathan,Audiss,Male,83,1975-12-03,Compensation Analyst,Financial Services,Mass Customer,N,â¢,Yes,14
Brenna,Dacks,Female,32,1969-05-22,Computer Systems Analyst IV,Financial Services,Mass Customer,N,1.00E+96,Yes,16
Rhoda,McKeown,U,21,,Staff Scientist,IT,Affluent Customer,N,,No,
Tirrell,Haysham,Male,97,1986-04-14,Registered Nurse,Health,Mass Customer,N,1.00E+96,No,4
Fiona,Clines,Female,10,1995-09-15,Tax Accountant,Manufacturing,Affluent Customer,N,ÅâÂ´â°ËÃÂ¨ËÃâââ,Yes,19
Tiphany,Bonnier,Female,66,1978-04-20,Pharmacist,Health,Mass Customer,N,,Yes,10
Jayme,Baunton,Female,63,1999-03-15,Chief Design Engineer,Manufacturing,Mass Customer,N,-1.00E+02,No,4
Adolphus,Seers,Male,43,1966-05-27,Registered Nurse,Health,Mass Customer,N,"""'",Yes,19
Gunther,Jackman,Male,15,1963-10-05,Assistant Media Planner,Entertainment,Mass Customer,N,null,No,11
Duff,Anan,Male,76,1995-12-07,Compensation Analyst,Financial Services,Mass Customer,N,ì¸ëë°í ë¥´,Yes,1
Ddene,Burleton,Female,85,1988-09-09,Assistant Professor,Health,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,Yes,11
Sydney,Endacott,Male,16,1974-10-02,Business Systems Development Analyst,Entertainment,Affluent Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,16
Edik,Connichie,Male,73,1992-09-24,VP Sales,Manufacturing,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,2
Eugenius,Packe,Male,64,1984-08-07,Structural Analysis Engineer,n/a,Mass Customer,N,NIL,No,4
Humfrey,Frankland,Male,74,1980-07-22,Office Assistant II,n/a,Mass Customer,N,ð ð ±ð ¹ð ±ð ±¸ð ²ð ³,No,13
Nikola,Jeanon,Male,72,1973-05-12,VP Marketing,Financial Services,Mass Customer,N,á ,No,22
Sue,Chapelhow,Female,9,1968-10-20,Recruiter,Property,Affluent Customer,N,nil,No,13
Cassandra,Aucoate,Female,6,1954-12-10,Recruiter,Manufacturing,Mass Customer,N,ð¾ ð ð ð ð ð ð ð,No,6
Zebulen,Swadon,Male,25,1967-06-27,Financial Advisor,Financial Services,High Net Worth,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,No,12
Ernestus,Cruden,U,48,,Senior Financial Analyst,Financial Services,Mass Customer,N,,Yes,
Duke,Allnatt,Male,65,1974-05-10,Nurse,Argiculture,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,8
Ken,Renfree,Male,56,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,"""'",Yes,4
Lebbie,Bruck,Female,0,1992-03-28,Office Assistant II,n/a,High Net Worth,N,åè£½æ¼¢èª,Yes,9
Alidia,Durrett,Female,28,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,âªâªtestâª,No,11
Mella,Petrovsky,Female,72,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,3
Bart,Creenan,Male,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,<script>alert('hi')</script>,Yes,5
Filia,Rosson,Female,62,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,Yes,2
Adelaida,Redmond,Female,55,1976-08-10,Dental Hygienist,Health,Mass Customer,N,-1.00E+02,No,15
Alisun,Heinecke,Female,55,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,â,Yes,12
Margalit,Dorwood,Female,32,2000-11-06,Computer Systems Analyst II,Health,Mass Customer,N,ì¸ëë°í ë¥´,No,1
Hyatt,Craine,Male,45,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,15
Otto,Huriche,Male,58,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,"<>?:""{}|_+",Yes,16
Grange,Skillington,Male,50,1962-01-12,GIS Technical Architect,Health,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,No,14
Carolann,O'Hallagan,Female,4,1989-11-14,Analyst Programmer,Property,High Net Worth,N,1.00E+02,No,17
Nonnah,Johns,Female,45,1995-09-12,,Manufacturing,Mass Customer,N,1.00E+02,Yes,11
Rebeca,Martonfi,Female,93,1956-05-11,Human Resources Assistant I,Property,Mass Customer,N,,No,19
Perl,Bysaker,Female,36,1995-07-13,,Health,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,6
Idell,Cole,Female,81,1960-08-01,Director of Sales,Property,Mass Customer,N,',No,15
Lucho,Mitie,Male,17,1962-04-05,Electrical Engineer,Manufacturing,Affluent Customer,N,Ù¡Ù¢Ù£,Yes,18
Finn,Dahlman,Male,39,1977-08-14,Speech Pathologist,Property,Mass Customer,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,20
Willy,Langley,Female,54,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,â©testâ©,Yes,5
Constantin,Giacobbo,Male,78,1964-11-29,Systems Administrator III,n/a,High Net Worth,N,âââ,No,14
Arri,Lamden,Male,18,1968-10-18,,Financial Services,Mass Customer,N,âªâªtestâª,No,17
Hazel,Brokenshire,Male,52,1988-04-23,Health Coach II,Property,High Net Worth,N,ð¾ ð ð ð ð ð ð ð,No,4
Winny,Girtin,Male,44,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,1/0,Yes,13
Abra,Probets,Female,33,1974-11-27,Assistant Media Planner,Entertainment,High Net Worth,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,7
Albrecht,Forty,Male,12,1992-11-24,Geological Engineer,Manufacturing,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,2
Shanta,Knill,Female,24,1970-09-24,,n/a,High Net Worth,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,10
Mallissa,Gillespie,Female,14,1981-10-24,Actuary,Financial Services,Mass Customer,N,-1.00E+02,No,13
Basil,Brellin,Male,29,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,"__ï¾(,_,*)",No,6
D'arcy,Rowden,Male,90,1986-08-11,Statistician III,Property,Affluent Customer,N,1,Yes,17
Ortensia,Dronsfield,Female,33,1966-09-14,Computer Systems Analyst I,Health,Affluent Customer,N,,No,17
Angeli,O'Hegertie,Male,67,1998-04-26,General Manager,Health,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,1
Alair,Hopkins,Male,51,1986-03-12,Nurse,n/a,High Net Worth,N,,Yes,11
Melonie,Zisneros,Female,35,1978-01-30,Speech Pathologist,Manufacturing,Mass Customer,N,1,No,15
Joelle,Prior,Female,78,1976-09-25,Programmer Analyst IV,n/a,Mass Customer,N,0/0,Yes,9
Alejandrina,Canavan,Female,42,1971-09-02,Systems Administrator II,n/a,Mass Customer,N,0,No,19
Mercy,Wilsone,Female,60,1976-09-23,Health Coach I,Health,High Net Worth,N,Ù¡Ù¢Ù£,No,13
Joey,Ledram,Male,19,1967-04-29,,Manufacturing,High Net Worth,N,ã,No,13
Mayor,Ismay,Male,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,á,No,16
Galvin,O'Keenan,Male,12,1975-07-12,Librarian,Entertainment,High Net Worth,N,0,Yes,10
Foster,Haysar,Male,86,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,"''''""",No,3
Les,Mines,Male,9,1972-12-19,Automation Specialist IV,Property,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,12
Carolee,Butters,Female,48,1982-12-29,Assistant Media Planner,Entertainment,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,Yes,10
Tomlin,Hastwall,Male,59,1999-12-22,Administrative Officer,Health,Affluent Customer,N,á,No,2
Randolf,Durant,Male,50,1971-04-01,Analyst Programmer,n/a,High Net Worth,N,âââ,No,11
Rowena,Parchment,Female,3,1973-07-22,Human Resources Manager,Manufacturing,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,13
Stanislas,Baildon,Male,61,1957-01-23,Assistant Manager,Retail,Mass Customer,N,âªâªtestâª,Yes,10
Gardiner,Nutley,Male,86,1978-06-04,Accountant II,Financial Services,Mass Customer,N,ï¼ï¼ï¼,Yes,9
Krissie,Dinan,Female,23,1974-12-07,Legal Assistant,Financial Services,Mass Customer,N,á,Yes,10
Matthew,Petschelt,Male,81,1977-10-24,Assistant Manager,Health,Mass Customer,N,,No,13
Minni,Deegin,Female,76,1973-10-24,Tax Accountant,Health,Affluent Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,13
Edee,Stoker,Female,62,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,,Yes,1
Maxy,Hurles,Male,68,1968-01-28,Graphic Designer,Financial Services,Affluent Customer,N,(ï½¡â â âï½¡),Yes,19
Noelani,Andreuzzi,Female,2,1993-05-19,Administrative Officer,Manufacturing,Affluent Customer,N,-0.5,No,5
Stuart,Gebhardt,Male,64,1974-11-25,General Manager,Manufacturing,Affluent Customer,N,<script>alert('hi')</script>,Yes,19
Marty,Lebreton,Female,80,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,N,0/0,Yes,8
Hoyt,,Male,66,1993-02-18,Safety Technician II,Manufacturing,Affluent Customer,N,-1.00E+02,No,10
Donn,Bonnell,Male,38,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,N,ì¬íê³¼íì ì´íì°êµ¬ì,Yes,8
Natalee,Stringman,Female,44,1979-10-09,,Financial Services,Affluent Customer,N,NULL,Yes,15
Stormi,,Female,82,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,6
Cinderella,Haslen,Female,35,1988-05-07,Sales Associate,IT,High Net Worth,N,1.00E+96,No,14
Bonnibelle,Imos,Female,41,1967-07-04,Chemical Engineer,Manufacturing,Mass Customer,N,ã»(ï¿£âï¿£)ã»:*:,Yes,5
Massimo,Seymour,Male,27,1997-07-17,VP Sales,Property,Affluent Customer,N,nil,Yes,3
Mathe,Scatcher,Male,38,1994-10-05,Research Nurse,Health,High Net Worth,N,-1.00E+02,No,4
Chan,Kirckman,Male,82,1997-04-19,Human Resources Assistant I,n/a,Mass Customer,N,1.00E+96,No,5
Anselma,Ricardon,Female,82,1983-11-01,Social Worker,Health,High Net Worth,N,00ËÆ$-,Yes,15
Nicoline,Samwayes,Female,62,1994-03-19,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,ï¼ï¼ï¼,Yes,3
Ebony,Threadgall,Female,61,1966-08-26,Junior Executive,Health,Mass Customer,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,7
Fleur,Whittlesea,Female,73,1980-11-02,Research Associate,n/a,Mass Customer,N,â£,No,3
Janifer,Pountain,Female,75,1992-11-09,Business Systems Development Analyst,Retail,Affluent Customer,N,-$1.00,No,8
Aristotle,Vanni,Male,49,1984-07-25,,Argiculture,Mass Customer,N,â¦testâ§,No,5
Kleon,Pallatina,Male,53,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,N,-$100.00,No,12
Artie,Ommanney,Male,35,1975-06-27,VP Sales,Health,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,Yes,4
Dalila,Rosel,Female,61,1954-08-22,Developer II,n/a,Mass Customer,N,â©testâ©,No,5
Sharl,Wiggin,Female,37,1976-12-19,Administrative Assistant I,Financial Services,Mass Customer,N,â°â´âµ,Yes,17
Curtis,,Male,51,1968-05-19,Senior Editor,n/a,High Net Worth,N,"$1,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000.00",Yes,14
El,Toupe,Male,59,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,N,â¢,No,5
Ambur,Symcoxe,Female,57,1995-08-31,Accounting Assistant II,IT,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,No,2
Yolande,Whild,Female,29,1974-10-21,Registered Nurse,Health,Mass Customer,N,â¦testâ§,No,12
Gay,Pickersgill,U,22,,,IT,High Net Worth,N,,Yes,
Jobyna,Elgey,Female,55,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,â©testâ©,Yes,17
Ole,Euplate,Male,53,1971-03-16,Health Coach IV,Health,Affluent Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,7
Brennan,Gagen,Male,60,1962-05-16,,Manufacturing,Mass Customer,N,,Yes,10
Malvin,,Male,88,1987-07-03,Desktop Support Technician,Financial Services,Mass Customer,N,"<>?:""{}|_+",No,14
Booth,Birkin,U,28,,Senior Developer,IT,Mass Customer,N,,No,
Hallie,Le feaver,Female,60,1954-07-17,GIS Technical Architect,Argiculture,High Net Worth,N,ç°ä¸­ããã«ããã¦ä¸ãã,Yes,5
Welby,Ninnotti,Male,25,1959-02-10,Executive Secretary,Retail,High Net Worth,N,â°â´âµ,Yes,5
Baron,Bullus,Male,90,1969-02-15,Junior Executive,Health,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,9
Hamnet,Berford,Male,91,1966-05-19,Senior Developer,Entertainment,High Net Worth,N,../../../../../../../../../../../etc/passwd%00,Yes,16
Lindsey,,Male,95,1987-03-27,Assistant Professor,n/a,Affluent Customer,N,â¡,Yes,17
Carver,Carwardine,Male,29,1954-08-25,,Financial Services,Affluent Customer,N,ËÉnbá´lÉ ÉuÆÉÉ¯ ÇÉ¹olop ÊÇ ÇÉ¹oqÉl Ên Êunpá´pá´Éuá´ É¹odÉ¯ÇÊ poÉ¯sná´Ç op pÇs 'Êá´lÇ Æuá´Ésá´dá´pÉ É¹nÊÇÊÉÇsuoÉ 'ÊÇÉ¯É Êá´s É¹olop É¯nsdá´ É¯ÇÉ¹oË¥,Yes,5
Goraud,Ayling,Male,42,1987-12-25,Database Administrator IV,Property,Mass Customer,N,ð,No,7
Bambi,Hebblethwaite,Female,46,1970-10-27,,Financial Services,Affluent Customer,N,,Yes,19
Lilith,Lanning,Female,66,1968-12-28,Media Manager III,Health,Mass Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",No,13
Kevan,Kubal,Male,36,1977-11-30,Engineer II,Health,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,11
Arch,Gaitskill,Male,57,1966-02-06,Programmer Analyst II,n/a,Affluent Customer,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,6
Weston,Brokenshaw,Male,25,1986-11-29,Environmental Specialist,Entertainment,Mass Customer,N,../../../../../../../../../../../etc/passwd%00,No,10
Ellette,Fahy,Female,90,1996-07-20,Human Resources Manager,Manufacturing,High Net Worth,N,-$1.00,Yes,1
Mirabella,Richter,Female,16,1972-08-04,Account Representative IV,IT,Affluent Customer,N,ï¼ï¼ï¼,Yes,16
Josias,Mulliner,Male,67,1990-02-20,,Financial Services,Mass Customer,N,ãã¼ãã£ã¼ã¸è¡ããªãã,No,4
Ransell,Ruler,Male,18,1956-05-01,Food Chemist,Health,Mass Customer,N,ð©ð½,Yes,8
Zorina,Bosomworth,Female,72,1960-02-09,Help Desk Technician,n/a,Mass Customer,N,(ï½¡â â âï½¡),No,8
Ethelda,,Female,66,1966-10-31,,Property,Mass Customer,N,1/0,No,15
Lindsay,Acaster,Female,49,1998-12-08,Research Nurse,Health,Mass Customer,N,â¢,No,4
Eddie,Yekel,Male,48,1964-01-16,Quality Engineer,Retail,High Net Worth,N,-1.00E+02,No,14
Kane,Gaffer,Male,44,1990-01-06,Media Manager IV,Financial Services,High Net Worth,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,Yes,5
Homere,Rounds,Male,97,1973-07-23,Executive Secretary,n/a,Mass Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,7
Idalina,Wilcot,Female,31,1987-02-15,Safety Technician II,IT,Mass Customer,N,<img src=x onerror=alert('hi') />,Yes,10
Holly,Cavil,Female,83,1979-12-11,Accountant III,Financial Services,Mass Customer,N,1'; DROP TABLE users--,Yes,5
Benton,Oakly,Male,76,1970-03-01,Sales Representative,Retail,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,13
Audrey,Vickerman,Female,60,1972-03-03,,n/a,Affluent Customer,N,0,No,7
Norine,Antonik,Female,22,1961-05-20,,IT,Mass Customer,N,â«testâ«,No,14
Adena,Northedge,Female,34,1994-09-26,Help Desk Technician,n/a,Mass Customer,N,testâ testâ«,Yes,4
Burtie,Scintsbury,Male,12,1964-07-13,,Manufacturing,High Net Worth,N,1.00E+02,Yes,15
Royal,Shinn,Male,50,1968-09-07,Junior Executive,n/a,Mass Customer,N,!@#$%^&*(),No,6
Trescha,Preshous,Female,31,1979-11-09,Social Worker,Health,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,11
Basilius,Spieck,Male,65,1976-11-20,VP Product Management,Manufacturing,Mass Customer,N,"''''""",Yes,11
Cathe,Lorriman,Female,38,1978-02-18,Engineer I,Manufacturing,Mass Customer,N,ï»¿,Yes,7
Pattin,Weathey,Male,2,1953-12-30,Administrative Officer,Retail,Mass Customer,N,-1.00E+02,No,14
Darrel,Canet,Male,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,N,1;DROP TABLE users,No,6
Harmonia,Cornock,Female,84,1993-08-09,Account Representative III,n/a,Affluent Customer,N,TÌÌ­ÌºÌºoÍ Ì·iÌ²Ì¬ÍÌªÍnÌÌÍvÍÌÌÌÌ¦oÌ¶ÌÌ°Ì keÍÍÌ®ÌºÌªÌ¹Ì±Ì¤ ÌtÍÌÍÌ³Ì£Ì»ÌªhÌ¼ÍÌ²Ì¦Ì³ÌÌ²eÍÌ£Ì°Ì¦Ì¬Í Ì¢Ì¼Ì»Ì±ÌhÍÍÍÍÌÌ£Ì²iÌ¦Ì²Ì£Ì°Ì¤vÌ»ÍeÌºÌ­Ì³ÌªÌ°-mÌ¢iÍnÌÌºÌÌ²Ì¯Ì°dÌµÌ¼ÌÍÌ©Ì¼ÌÌ³ ÌÌ¥Ì±Ì³Ì­rÌÌÌeÍpÍ rÌ¼ÌÌ»Ì­ÌeÍÌºÌ Ì£sÌ,Yes,1
Stewart,Brosoli,Male,69,1956-03-17,Marketing Manager,IT,Mass Customer,N,"__ï¾(,_,*)",No,5
Madelina,Marte,Female,41,1963-08-20,Food Chemist,Health,Mass Customer,N,<script>alert('hi')</script>,Yes,6
Heinrik,Norcock,Male,7,1975-08-05,Analog Circuit Design manager,Financial Services,Mass Customer,N,<svg><script>0<1>alert('XSS')</script>,Yes,4
Gage,Crossan,Male,61,1965-08-27,Design Engineer,Health,High Net Worth,N,-1.00E+02,Yes,19
